,quality,modification
353,12.853941908713693,unmod
354,19.50320512820513,unmod
355,17.288216560509554,unmod
356,17.524500907441016,unmod
357,19.568807339449542,unmod
358,20.830222222222226,unmod
359,19.600484261501208,unmod
360,16.37915742793792,unmod
361,18.56521739130435,unmod
362,12.48377125193199,unmod
363,17.190607734806633,unmod
364,19.110236220472444,unmod
365,9.883495145631066,unmod
366,14.273015873015872,unmod
367,19.299387442572744,unmod
368,16.900462962962962,unmod
369,19.257253384912957,unmod
370,17.42809364548495,unmod
371,15.886666666666663,unmod
372,10.743055555555557,unmod
373,19.700520833333336,unmod
374,18.35892857142857,unmod
375,20.695906432748536,unmod
376,17.197222222222223,unmod
377,16.46666666666667,unmod
378,20.878734622144115,unmod
379,15.99645390070922,unmod
380,15.842574257425746,unmod
381,16.171388101983005,unmod
382,19.014245014245013,unmod
383,20.044724770642205,unmod
384,16.58595641646489,unmod
385,14.475100942126517,unmod
386,21.74766355140187,unmod
387,18.571230982019365,unmod
388,19.517753922378198,unmod
389,14.82888888888889,unmod
390,17.770491803278688,unmod
391,15.233429394812681,unmod
392,18.212832550860718,unmod
393,18.318279569892475,unmod
394,18.499185667752442,unmod
395,13.213513513513512,unmod
396,15.927601809954751,unmod
397,16.30952380952381,unmod
398,16.442804428044283,unmod
399,20.372254335260116,unmod
400,19.623303167420815,unmod
401,18.634722222222223,unmod
402,20.813043478260873,unmod
403,19.48706896551724,unmod
404,18.707317073170735,unmod
405,18.417543859649122,unmod
406,12.689847009735743,unmod
407,16.744979919678713,unmod
408,17.247072599531613,unmod
409,12.865000000000002,unmod
410,21.0375,unmod
411,16.32142857142857,unmod
412,21.60536912751678,unmod
413,21.369014084507043,unmod
414,19.099537037037038,unmod
415,19.674897119341566,unmod
416,15.703862660944203,unmod
417,18.760633036597426,unmod
418,12.424929178470258,unmod
419,21.167689161554193,unmod
420,10.967346938775513,unmod
421,20.850835322195707,unmod
422,19.82234290147401,unmod
423,18.04591104734577,unmod
424,15.289795918367346,unmod
425,15.088998763906055,unmod
426,17.95774647887324,unmod
427,18.91687041564792,unmod
428,16.536134453781514,unmod
429,13.948529411764703,unmod
430,21.112466124661246,unmod
431,13.46341463414634,unmod
432,20.252427184466022,unmod
433,19.159845559845557,unmod
434,20.580952380952382,unmod
435,16.50938337801609,unmod
436,13.720164609053498,unmod
437,20.121416526138283,unmod
438,15.761437908496731,unmod
439,17.75,unmod
440,19.169921875,unmod
441,20.612197028928854,unmod
442,17.665137614678898,unmod
443,18.18562874251497,unmod
444,18.215373459028278,unmod
445,19.362438220757824,unmod
446,18.71291866028708,unmod
447,17.565853658536582,unmod
448,17.40122511485452,unmod
449,15.166666666666664,unmod
450,19.850325379609544,unmod
451,19.339605734767026,unmod
452,18.33832335329341,unmod
453,19.407633587786258,unmod
454,7.40948275862069,unmod
455,19.79490445859873,unmod
456,20.451219512195124,unmod
457,14.708029197080293,unmod
458,20.239747634069403,unmod
459,12.792415169660678,unmod
460,12.446866485013622,unmod
461,19.63544303797468,unmod
462,13.699507389162562,unmod
463,17.29251700680272,unmod
464,20.071207430340557,unmod
465,15.46875,unmod
466,18.656488549618324,unmod
467,20.1037037037037,unmod
468,18.308457711442784,unmod
469,19.2639545884579,unmod
470,19.022556390977442,unmod
471,19.13959731543624,unmod
472,19.61021505376344,unmod
473,19.537790697674417,unmod
474,18.88518024032043,unmod
475,13.641158221303002,unmod
476,17.956273764258555,unmod
477,16.809968847352025,unmod
478,19.606728538283065,unmod
479,17.51034482758621,unmod
480,12.212962962962962,unmod
481,18.722477064220186,unmod
482,19.527065527065524,unmod
483,15.372807017543863,unmod
484,19.777864380358537,unmod
485,12.004672897196265,unmod
486,18.93431221020093,unmod
487,12.240268456375837,unmod
488,15.838565022421527,unmod
489,19.07737226277372,unmod
490,13.788079470198674,unmod
491,17.401727861771057,unmod
492,18.937209302325584,unmod
493,17.779904306220097,unmod
494,18.379703534777654,unmod
495,21.74133949191686,unmod
496,15.282272727272726,unmod
497,10.102204408817634,unmod
498,20.385714285714286,unmod
499,21.06679764243615,unmod
500,17.791164658634536,unmod
501,17.589673913043477,unmod
502,17.297709923664122,unmod
503,18.40117994100295,unmod
504,19.769578313253014,unmod
505,15.866779089376053,unmod
506,19.013157894736842,unmod
507,17.453172205438065,unmod
508,17.298611111111114,unmod
509,20.533239038189535,unmod
510,9.0,unmod
511,20.091836734693878,unmod
512,15.646437994722952,unmod
513,21.421487603305785,unmod
514,19.23049001814882,unmod
515,18.105442176870746,unmod
516,13.14090909090909,unmod
517,20.87191011235955,unmod
518,19.97033492822967,unmod
519,19.710256410256413,unmod
520,16.477551020408164,unmod
521,9.513011152416354,unmod
522,15.730676328502419,unmod
523,16.19934640522876,unmod
524,12.430412371134018,unmod
525,11.625806451612902,unmod
526,22.210526315789473,unmod
527,16.635467980295566,unmod
528,17.115074798619105,unmod
529,19.21421215242019,unmod
530,20.223776223776227,unmod
531,18.944827586206898,unmod
532,10.354978354978357,unmod
533,15.79245283018868,unmod
534,18.734883720930235,unmod
535,20.306238185255197,unmod
536,11.86219401631913,unmod
537,18.81058495821727,unmod
538,20.754347826086956,unmod
539,20.607885304659497,unmod
540,20.551319648093845,unmod
541,18.678800856531048,unmod
542,14.25892857142857,unmod
543,10.027906976744184,unmod
544,17.084337349397593,unmod
545,21.118347895154884,unmod
546,17.993852459016395,unmod
547,18.577235772357724,unmod
548,14.369863013698627,unmod
549,16.54770318021201,unmod
550,19.85403726708075,unmod
551,17.882828282828285,unmod
552,13.7150974025974,unmod
553,13.887387387387385,unmod
554,18.931192660550458,unmod
555,16.169755374351368,unmod
556,14.597560975609753,unmod
557,19.578804347826086,unmod
558,17.454081632653065,unmod
559,15.692857142857143,unmod
560,15.539682539682538,unmod
561,10.261044176706825,unmod
562,17.600263852242747,unmod
563,19.484482758620686,unmod
564,16.462566844919785,unmod
565,18.067961165048544,unmod
566,21.724867724867728,unmod
567,17.6020202020202,unmod
568,15.011286681715575,unmod
569,17.47,unmod
570,19.58352402745995,unmod
571,16.343570057581573,unmod
572,17.9935691318328,unmod
573,11.529147982062781,unmod
574,19.02892561983471,unmod
575,16.224874371859293,unmod
576,17.842911877394634,unmod
577,17.9,unmod
578,18.857394366197184,unmod
579,17.97994269340974,unmod
580,15.551928783382792,unmod
581,21.356711003627566,unmod
582,12.881679389312978,unmod
583,15.50390625,unmod
584,17.71142857142857,unmod
585,17.61807580174927,unmod
586,17.954337899543376,unmod
587,6.760273972602739,unmod
588,9.641114982578394,unmod
589,16.225490196078432,unmod
590,22.374429223744293,unmod
591,20.103321033210335,unmod
592,19.663917525773194,unmod
593,15.63812154696133,unmod
594,11.961797752808991,unmod
595,19.657289002557548,unmod
596,13.447714949651434,unmod
597,14.927536231884055,unmod
598,18.249400479616305,unmod
599,19.006944444444443,unmod
600,17.79724655819775,unmod
601,14.782679738562095,unmod
602,18.380158730158733,unmod
603,19.773218142548593,unmod
604,14.502762430939228,unmod
605,17.261829652996845,unmod
606,18.626617375231056,unmod
607,17.080592105263158,unmod
608,20.772839506172836,unmod
609,16.136666666666663,unmod
610,18.653739612188367,unmod
611,17.724104549854793,unmod
612,19.2578125,unmod
613,19.786692759295498,unmod
614,18.507131537242472,unmod
615,11.277027027027025,unmod
616,19.194139194139197,unmod
617,21.453639846743293,unmod
618,20.371364653243845,unmod
619,19.417391304347824,unmod
620,16.346938775510203,unmod
621,20.04486692015209,unmod
622,20.884090909090908,unmod
623,18.107728337236537,unmod
624,19.712765957446805,unmod
625,20.067750677506773,unmod
626,16.389671361502344,unmod
627,13.285714285714285,unmod
628,12.48987854251012,unmod
629,18.93829947328819,unmod
630,19.296081277213354,unmod
631,20.0070126227209,unmod
632,14.414342629482071,unmod
633,19.79237288135593,unmod
634,18.14532243415077,unmod
635,19.33003300330033,unmod
636,17.652582159624416,unmod
637,18.32748538011696,unmod
638,18.168,unmod
639,12.233449477351918,unmod
640,20.276621787025704,unmod
641,18.112195121951217,unmod
642,19.014018691588788,unmod
643,18.055172413793102,unmod
644,20.559071729957807,unmod
645,17.11609498680739,unmod
646,18.370260223048327,unmod
647,11.951754385964911,unmod
648,20.98143851508121,unmod
649,12.857651245551601,unmod
650,14.776515151515149,unmod
651,17.670157068062828,unmod
652,13.809338521400775,unmod
653,13.624277456647398,unmod
654,18.05096418732782,unmod
655,15.297836938435942,unmod
656,10.831417624521073,unmod
657,17.838582677165356,unmod
658,13.526315789473685,unmod
659,19.51187335092348,unmod
660,14.790673575129532,unmod
661,11.279032258064518,unmod
662,18.258156028368795,unmod
663,15.019021739130437,unmod
664,20.38006230529595,unmod
665,15.274131274131271,unmod
666,16.731601731601735,unmod
667,19.356796116504853,unmod
668,19.811940298507466,unmod
669,15.935018050541515,unmod
670,19.389770723104057,unmod
671,20.22830336200156,unmod
672,9.5761316872428,unmod
673,15.15071770334928,unmod
674,18.852233676975942,unmod
675,10.096479791395048,unmod
676,15.321266968325794,unmod
677,15.840823970037455,unmod
678,18.573863636363633,unmod
679,18.95130434782609,unmod
680,17.795918367346935,unmod
681,19.47767857142857,unmod
682,16.45008183306056,unmod
683,18.320819112627987,unmod
684,19.355450236966824,unmod
685,20.670050761421322,unmod
686,10.667052023121386,unmod
687,14.468013468013467,unmod
688,10.63768115942029,unmod
689,19.175797219950937,unmod
690,19.10706150341686,unmod
691,14.97164948453608,unmod
692,20.23255813953488,unmod
693,20.681578947368422,unmod
694,8.82731376975169,unmod
695,14.998352553542013,unmod
696,18.78745644599303,unmod
697,17.182994454713494,unmod
698,19.296636085626915,unmod
699,12.179401993355484,unmod
700,13.742703533026116,unmod
701,17.176000000000002,unmod
702,20.77647058823529,unmod
703,19.04568106312292,unmod
704,14.057939914163093,unmod
705,16.820945945945944,unmod
706,11.520408163265309,unmod
707,19.841309823677584,unmod
708,13.12311557788945,unmod
709,17.03583061889251,unmod
710,20.49375,unmod
711,17.863885839736554,unmod
712,19.22291021671827,unmod
713,19.06720430107527,unmod
714,16.24098360655738,unmod
715,11.17695473251029,unmod
716,15.625298329355608,unmod
717,14.58898305084746,unmod
718,18.088815789473685,unmod
719,20.004332755632582,unmod
720,14.274809160305345,unmod
721,15.774390243902438,unmod
722,20.932890855457224,unmod
723,13.887804878048783,unmod
724,18.487698986975396,unmod
725,20.21969696969697,unmod
726,21.24438202247191,unmod
727,15.408333333333331,unmod
728,13.304794520547944,unmod
729,19.550488599348533,unmod
730,18.555963302752296,unmod
731,19.873684210526314,unmod
732,21.30715532286213,unmod
733,14.895910780669148,unmod
734,14.188442211055275,unmod
735,19.779264214046826,unmod
736,18.127478753541077,unmod
737,16.921708185053383,unmod
738,16.14360041623309,unmod
739,20.35071707953064,unmod
740,19.577464788732392,unmod
741,15.391459074733099,unmod
742,14.659340659340657,unmod
743,19.46408393866021,unmod
744,19.42937062937063,unmod
745,19.070781893004117,unmod
746,14.104072398190048,unmod
747,19.060388209920923,unmod
748,18.29185520361991,unmod
749,16.01466992665037,unmod
750,14.754874651810582,unmod
751,16.401247401247403,unmod
752,17.38483965014577,unmod
753,16.46527777777778,unmod
754,21.012195121951223,unmod
755,17.68131868131868,unmod
756,17.31362467866324,unmod
757,18.98268398268398,unmod
758,20.08108108108108,unmod
759,17.06293706293706,unmod
760,18.617079889807165,unmod
761,18.97883597883598,unmod
762,18.76301218161683,unmod
763,17.82828282828283,unmod
764,7.843697478991594,unmod
765,15.210290827740494,unmod
766,18.15121951219512,unmod
767,18.31703703703704,unmod
768,19.861198738170344,unmod
769,18.47940074906367,unmod
770,21.267833109017495,unmod
771,15.508474576271183,unmod
772,12.089552238805972,unmod
773,19.490338164251206,unmod
774,18.29045643153527,unmod
775,16.843373493975903,unmod
776,19.421579532814235,unmod
777,20.990922844175493,unmod
778,19.07459535538353,unmod
779,18.66346153846154,unmod
780,15.310344827586206,unmod
781,21.59186991869919,unmod
782,19.340790454884413,unmod
783,18.543668122270745,unmod
784,14.45922746781116,unmod
785,17.933797909407666,unmod
786,22.6005291005291,unmod
787,21.704081632653065,unmod
788,21.752551020408163,unmod
789,19.50759219088937,unmod
790,18.867021276595743,unmod
791,16.446666666666665,unmod
792,17.172340425531914,unmod
793,21.874233128834355,unmod
794,18.93888166449935,unmod
795,17.35616438356164,unmod
796,15.503300330033007,unmod
797,16.096153846153847,unmod
798,12.727486296006262,unmod
799,12.502145922746784,unmod
800,9.31963470319635,unmod
801,14.273927392739274,unmod
802,16.5879917184265,unmod
803,13.969986357435197,unmod
804,14.996212121212125,unmod
805,15.247933884297524,unmod
806,20.12356979405034,unmod
807,11.426767676767675,unmod
808,16.569060773480665,unmod
809,18.491712707182323,unmod
810,15.825301204819276,unmod
811,18.805555555555557,unmod
812,16.871886120996443,unmod
813,20.422319474835888,unmod
814,18.067590987868286,unmod
815,20.017114914425427,unmod
816,15.254545454545458,unmod
817,18.080597014925374,unmod
818,18.529126213592235,unmod
819,21.118891320204227,unmod
820,16.408127208480565,unmod
821,14.213333333333331,unmod
822,18.6964856230032,unmod
823,18.94638069705094,unmod
824,17.05691056910569,unmod
825,20.11078998073218,unmod
826,20.412147505422993,unmod
827,17.595936794582393,unmod
828,17.270609318996414,unmod
829,20.171698113207547,unmod
830,17.390887290167868,unmod
831,17.307692307692307,unmod
832,15.486486486486484,unmod
833,20.090460526315788,unmod
834,9.266094420600858,unmod
835,10.634408602150536,unmod
836,14.457142857142856,unmod
837,16.094043887147336,unmod
838,13.49438202247191,unmod
839,2.976923076923079,unmod
840,21.013979496738116,unmod
841,17.48068669527897,unmod
842,20.32142857142857,unmod
843,17.79187817258883,unmod
844,15.75,unmod
845,16.491615853658537,unmod
846,16.95300261096606,unmod
847,20.96655518394649,unmod
848,11.131687242798357,unmod
849,18.08427876823339,unmod
850,17.699186991869915,unmod
851,17.57429718875502,unmod
852,8.281653746770026,unmod
853,19.118600682593858,unmod
854,16.197654941373536,unmod
855,16.497191011235955,unmod
856,19.796901893287433,unmod
857,20.400282885431402,unmod
858,17.18032786885246,unmod
859,20.323788546255507,unmod
860,21.81037151702786,unmod
861,16.175115207373274,unmod
862,16.418994413407823,unmod
863,18.239404352806417,unmod
864,21.882986913010008,unmod
865,17.1796875,unmod
866,19.433051869722554,unmod
867,19.417818740399383,unmod
868,20.41885964912281,unmod
869,17.39051094890511,unmod
870,18.32471728594507,unmod
871,11.940886699507388,unmod
872,20.810866574965615,unmod
873,13.949152542372879,unmod
874,17.21219512195122,unmod
875,20.064488392089423,unmod
876,20.046783625730995,unmod
877,17.856315179606028,unmod
878,14.860465116279073,unmod
879,13.761421319796952,unmod
880,13.772102161100193,unmod
881,17.64912280701754,unmod
882,16.854285714285716,unmod
883,18.769376181474478,unmod
884,14.663956639566393,unmod
885,21.40928270042194,unmod
886,19.43288590604027,unmod
887,18.886836027713628,unmod
888,19.37041564792176,unmod
889,19.919786096256686,unmod
890,14.784037558685448,unmod
891,19.256871035940804,unmod
892,18.18487394957983,unmod
893,18.675438596491226,unmod
894,18.401746724890828,unmod
895,20.75764192139738,unmod
896,18.694444444444443,unmod
897,20.34066985645933,unmod
898,20.630699088145896,unmod
899,20.68208092485549,unmod
900,19.64883720930233,unmod
901,19.992110453648912,unmod
902,13.046511627906973,unmod
903,19.76047904191617,unmod
904,17.332394366197185,unmod
905,17.161803713527853,unmod
906,14.900523560209422,unmod
907,19.19481865284974,unmod
908,18.9936974789916,unmod
909,18.9070351758794,unmod
910,18.657071339173967,unmod
911,17.86946902654867,unmod
912,19.752272727272725,unmod
913,18.467532467532465,unmod
914,19.796498905908095,unmod
915,19.872987477638638,unmod
916,15.639004149377591,unmod
917,10.594736842105263,unmod
918,20.750366032210835,unmod
919,17.623493975903614,unmod
920,9.207282913165265,unmod
921,11.557522123893804,unmod
922,17.998263888888886,unmod
923,19.229299363057322,unmod
924,20.323251417769377,unmod
925,13.26587301587302,unmod
926,14.799999999999997,unmod
927,14.452750352609307,unmod
928,14.13503184713376,unmod
929,13.438095238095237,unmod
930,20.834845735027223,unmod
931,17.291108404384893,unmod
932,19.4025974025974,unmod
933,21.163636363636364,unmod
934,13.785953177257525,unmod
935,14.725925925925928,unmod
936,17.43846153846154,unmod
937,18.35133079847909,unmod
938,14.613861386138616,unmod
939,20.24629878869448,unmod
940,18.33940276766205,unmod
941,19.719730941704036,unmod
942,14.456375838926178,unmod
943,18.46554364471669,unmod
944,19.857988165680474,unmod
945,18.336032388663966,unmod
946,20.64309764309764,unmod
947,18.19298245614035,unmod
948,16.43150684931507,unmod
949,21.214149139579348,unmod
950,16.429022082018925,unmod
951,16.879194630872483,unmod
952,17.691176470588232,unmod
953,14.771159874608152,unmod
954,16.932000000000002,unmod
955,14.71864406779661,unmod
956,13.49812734082397,unmod
957,18.851666666666667,unmod
958,9.052238805970148,unmod
959,16.31407942238267,unmod
960,17.21366459627329,unmod
961,13.837301587301589,unmod
962,18.30947775628627,unmod
963,14.953416149068325,unmod
964,17.793522267206477,unmod
965,16.403131115459885,unmod
966,20.6,unmod
967,16.736842105263158,unmod
968,16.445682451253482,unmod
969,17.394299287410924,unmod
970,14.658730158730158,unmod
971,18.137897782063646,unmod
972,12.823809523809523,unmod
973,11.539452495974238,unmod
974,19.997382198952877,unmod
975,17.746724890829697,unmod
976,14.596153846153847,unmod
977,10.663636363636364,unmod
978,12.67213114754098,unmod
979,16.632183908045974,unmod
980,18.852112676056336,unmod
981,17.23434991974318,unmod
982,14.69496855345912,unmod
983,16.861171366594363,unmod
984,15.879423328964613,unmod
985,17.41726618705036,unmod
986,16.79564032697548,unmod
987,17.238244514106583,unmod
988,20.433846153846154,unmod
989,14.279545454545456,unmod
990,18.321070234113712,unmod
991,10.014285714285712,unmod
992,15.897526501766784,unmod
993,19.83440860215054,unmod
994,16.648648648648646,unmod
995,16.94698795180723,unmod
996,19.337413925019128,unmod
997,18.770392749244714,unmod
998,19.041044776119406,unmod
999,19.23809523809524,unmod
1000,18.49498327759197,unmod
1001,19.16442953020134,unmod
