,Umap1,Umap2,label,A
227,-0.7094816,-0.682663,U,0
228,-2.0969472,-0.6991355,U,0
229,-0.45979577,0.7457052,U,0
230,-5.0826435,-0.85446197,U,0
231,-1.3046656,-0.19287714,U,0
232,-1.297944,0.8859872,U,0
233,-1.5344718,1.0233697,U,0
234,-2.7437356,-0.41210842,U,0
235,-3.4835143,-0.2639613,U,0
236,0.8145857,-0.13794023,U,0
237,-3.5268333,-0.81773037,U,0
238,0.45823678,-0.58219904,U,0
239,-2.4334407,-0.7500841,U,0
240,-0.92069423,-0.25741312,U,0
241,0.42590246,-0.51393425,U,0
242,-4.749747,-0.8214615,U,0
243,-0.8180528,-0.47402668,U,0
244,-1.4929178,-0.36302492,U,0
245,-4.592177,-0.46228316,U,0
246,-4.7834167,0.66771585,U,0
247,-5.8440814,-0.10443994,U,0
248,-2.7334988,-1.0902767,U,0
249,-4.1652575,-0.14026253,U,0
250,-2.2570617,-0.75056916,U,0
251,10.941753,2.505812,ψ,0
252,11.720877,1.410698,ψ,0
253,11.22536,2.0757723,ψ,0
254,12.755952,2.1525083,ψ,0
255,12.103785,2.1420264,ψ,0
256,9.536873,1.5691321,ψ,0
257,11.369363,1.1238458,ψ,0
258,13.19591,4.066295,ψ,0
259,7.176728,1.4871398,ψ,0
260,10.4644985,1.3860893,ψ,0
261,6.75618,1.7761595,ψ,0
262,10.786366,1.6344352,ψ,0
263,10.494806,1.9932449,ψ,0
264,12.299252,1.7396952,ψ,0
265,12.305173,4.0922384,ψ,0
266,11.996615,1.8582952,ψ,0
267,9.200771,1.719777,ψ,0
268,11.254916,1.3662006,ψ,0
269,8.911888,1.2933844,ψ,0
270,10.287922,2.5103238,ψ,0
271,12.161835,1.8358895,ψ,0
272,12.114417,1.2649633,ψ,0
273,8.909449,2.1811507,ψ,0
274,8.270188,1.4334962,ψ,0
275,8.799831,1.4802883,ψ,0
276,7.97038,1.6359819,ψ,0
277,10.556393,2.8272552,ψ,0
278,8.437902,1.571494,ψ,0
279,13.150165,3.9631178,ψ,0
280,10.547853,3.0092325,ψ,0
281,8.694322,1.4533681,ψ,0
282,12.298661,1.8354682,ψ,0
283,11.371073,1.1802224,ψ,0
284,12.508954,1.761485,ψ,0
285,9.925618,1.3149201,ψ,0
286,10.792362,2.4576666,ψ,0
287,10.501842,1.5187562,ψ,0
288,10.496188,1.6290994,ψ,0
289,11.683528,1.8070595,ψ,0
290,1.7283233,0.23019245,ψ,0
291,11.259427,1.312596,ψ,0
292,10.552713,2.1740494,ψ,0
293,6.514134,1.7765982,ψ,0
294,13.187366,3.8893738,ψ,0
295,11.846049,1.0366971,ψ,0
296,9.504875,1.6407201,ψ,0
297,9.263465,1.4438562,ψ,0
298,11.886808,4.7216916,ψ,0
299,10.733853,1.970403,ψ,0
300,7.517357,1.7404735,ψ,0
301,7.8657346,1.4942977,ψ,0
302,12.619459,4.502251,ψ,0
303,11.4267025,1.8526678,ψ,0
304,7.862129,1.7312107,ψ,0
305,8.31103,1.399466,ψ,0
306,10.936893,1.5084786,ψ,0
307,10.830669,1.3637166,ψ,0
308,12.129865,1.522357,ψ,0
309,2.2322407,0.34378192,ψ,0
310,9.703119,1.1464831,ψ,0
311,12.41467,1.8163631,ψ,0
312,7.5907927,1.3492472,ψ,0
313,12.80553,4.3842106,ψ,0
314,8.624348,1.2403015,ψ,0
315,6.7711406,1.5953207,ψ,0
316,11.863993,1.1221486,ψ,0
317,9.781161,2.369397,ψ,0
318,10.386547,1.8830806,ψ,0
319,12.85019,4.3982186,ψ,0
320,12.380647,1.8668647,ψ,0
321,10.007144,1.1827698,ψ,0
322,7.614455,1.7790927,ψ,0
323,10.190153,1.6405799,ψ,0
324,10.909004,2.1943054,ψ,0
325,11.97656,4.7375026,ψ,0
326,7.814775,1.4024744,ψ,0
327,10.190031,2.7224827,ψ,0
328,12.84244,3.4872453,ψ,0
329,7.083368,1.8028659,ψ,0
330,10.420037,1.5530881,ψ,0
331,-0.52293986,-0.34581822,ψ,0
332,10.211109,2.7273576,ψ,0
333,9.870121,1.3738743,ψ,0
334,7.7550845,1.6373038,ψ,0
335,8.31934,1.7890366,ψ,0
336,7.5758505,1.6278733,ψ,0
337,12.930309,4.3404274,ψ,0
338,8.486806,1.9792815,ψ,0
339,12.418498,1.7750771,ψ,0
340,11.838494,1.9225026,ψ,0
341,13.162234,4.073694,ψ,0
342,12.929583,4.1097474,ψ,0
343,13.102307,4.1896825,ψ,0
344,11.919699,1.3806925,ψ,0
345,12.49037,1.8145483,ψ,0
346,8.206907,1.35794,ψ,0
347,6.6982684,1.67088,ψ,0
348,13.003518,4.029005,ψ,0
349,12.9589615,4.2761946,ψ,0
350,10.029118,1.9289278,ψ,0
351,11.041043,1.8654393,ψ,0
352,9.227776,1.4321191,ψ,0
353,13.0556135,4.2245574,ψ,0
354,10.708759,3.0199664,ψ,0
355,10.311849,1.8759938,ψ,0
356,7.986095,1.5072322,ψ,0
357,13.097637,3.7918715,ψ,0
358,10.2436285,2.7196968,ψ,0
359,10.766234,1.7083393,ψ,0
360,10.173217,2.5394373,ψ,0
361,7.910061,1.9841306,ψ,0
362,6.818563,1.8008578,ψ,0
363,10.007564,2.6681051,ψ,0
364,12.947364,4.3025427,ψ,0
365,8.979884,2.2932367,ψ,0
366,13.031103,3.9352636,ψ,0
367,10.041605,1.9775462,ψ,0
368,10.69773,1.828579,ψ,0
369,9.723323,2.488773,ψ,0
370,10.485573,1.9691998,ψ,0
371,10.16748,1.6006023,ψ,0
372,8.432654,1.5540092,ψ,0
373,10.287843,1.2687056,ψ,0
374,12.640466,3.3042705,ψ,0
375,9.203519,2.0331275,ψ,0
376,9.4613285,1.321136,ψ,0
377,6.416624,1.688067,ψ,0
378,9.99264,1.3916277,ψ,0
379,-5.0202165,0.37165228,ψ,0
380,12.031899,4.7017093,ψ,0
381,9.961823,1.7893296,ψ,0
382,7.3484488,1.6631786,ψ,0
383,10.348251,1.8620688,ψ,0
384,7.253997,1.8096088,ψ,0
385,6.287402,1.6383363,ψ,0
386,11.234786,2.0313644,ψ,0
387,12.778031,4.0350537,ψ,0
388,0.87202835,-0.77639693,ψ,0
389,2.2795746,0.3397949,ψ,0
390,9.631854,1.8662388,ψ,0
391,8.87496,1.7218419,ψ,0
392,9.652792,1.5068592,ψ,0
393,6.782041,1.8389175,ψ,0
394,11.58545,1.9891577,ψ,0
395,9.909584,1.313656,ψ,0
396,12.763728,2.226852,ψ,0
397,9.35018,2.1998398,ψ,0
398,10.740185,2.950376,ψ,0
399,6.6804214,1.7039411,ψ,0
400,-4.1382365,0.21183343,ψ,0
401,12.447328,1.8625044,ψ,0
402,11.648461,1.1014167,ψ,0
403,12.40783,1.7473178,ψ,0
404,8.918173,1.5232631,ψ,0
405,11.4750805,1.1174272,ψ,0
406,-1.4133865,-0.71693116,ψ,0
407,9.047153,1.8001392,ψ,0
408,9.036412,1.5513155,ψ,0
409,12.206498,4.6900673,ψ,0
410,9.292449,1.5011239,ψ,0
411,7.7642198,1.4667537,ψ,0
412,10.562901,3.0152593,ψ,0
413,9.787341,2.3021288,ψ,0
414,12.579546,1.9507741,ψ,0
415,12.27389,1.6082925,ψ,0
416,8.774161,2.3125982,ψ,0
417,12.577246,2.100423,ψ,0
418,10.839489,2.011644,ψ,0
419,12.673499,4.541603,ψ,0
420,7.117555,1.6522682,ψ,0
421,6.5971107,1.8350736,ψ,0
422,12.526037,4.5965676,ψ,0
423,12.53613,4.583773,ψ,0
424,10.67006,1.3761152,ψ,0
425,7.79693,1.8978598,ψ,0
426,10.583835,1.8194212,ψ,0
427,7.0573573,1.7541951,ψ,0
428,12.351513,4.626272,ψ,0
429,8.573695,1.7569293,ψ,0
430,9.241891,2.3926072,ψ,0
431,10.405274,1.8614361,ψ,0
432,10.042789,2.2592294,ψ,0
433,12.26949,4.6996446,ψ,0
434,7.6538167,1.7002964,ψ,0
435,2.0498836,0.20417346,ψ,0
436,10.5829115,1.2827802,ψ,0
437,11.792032,1.2395766,ψ,0
438,8.504876,1.65706,ψ,0
439,7.9346733,1.887827,ψ,0
440,11.747602,1.1743134,ψ,0
441,11.187052,1.2591884,ψ,0
442,7.0633717,1.5634145,ψ,0
443,8.371976,1.3814845,ψ,0
444,8.231667,1.4106513,ψ,0
445,11.581594,1.7039255,ψ,0
446,9.19042,1.3919915,ψ,0
447,10.096679,1.7130742,ψ,0
448,-0.49429843,0.67079633,ψ,0
449,11.3102,1.2930591,ψ,0
450,-0.47484463,0.6765524,ψ,0
451,9.188672,2.3235996,ψ,0
452,10.932266,1.9847637,ψ,0
453,9.781679,2.4319432,ψ,0
454,8.802992,2.2879493,ψ,0
455,11.692303,1.8773618,ψ,0
456,1.9067534,0.18374775,ψ,0
457,10.160236,2.1124825,ψ,0
458,9.264614,1.6730909,ψ,0
459,1.8887724,0.24852112,ψ,0
460,12.311459,4.532576,ψ,0
461,10.472646,1.7050313,ψ,0
462,11.779987,1.2299669,ψ,0
463,8.172461,1.8946494,ψ,0
464,8.477823,1.3474447,ψ,0
465,7.785327,1.65712,ψ,0
466,11.240443,1.7240255,ψ,0
467,11.686286,1.3052894,ψ,0
468,12.184388,1.7905415,ψ,0
469,12.8331175,3.4501808,ψ,0
470,8.92452,1.6539897,ψ,0
471,8.0648985,1.8977739,ψ,0
472,10.875877,1.5820448,ψ,0
473,11.164569,2.1986685,ψ,0
474,6.997629,1.3916141,ψ,0
475,-1.8982639,-1.114844,ψ,0
476,8.106503,1.6329858,ψ,0
477,7.4417176,1.8612796,ψ,0
478,12.449054,1.825775,ψ,0
479,2.1564608,0.30945966,ψ,0
480,6.6231656,1.7209386,ψ,0
481,8.252509,1.6746339,ψ,0
482,10.761236,1.8474121,ψ,0
483,12.391485,4.6444035,ψ,0
484,7.489132,1.6349068,ψ,0
485,10.700108,3.1153605,ψ,0
486,12.408394,4.512553,ψ,0
487,11.75103,1.7833318,ψ,0
488,12.093164,4.696736,ψ,0
489,10.301564,1.9052804,ψ,0
490,6.881348,1.8523293,ψ,0
491,12.029364,4.6989136,ψ,0
492,10.101988,2.675083,ψ,0
493,6.570172,1.7011676,ψ,0
494,8.2137785,1.4588844,ψ,0
495,11.171608,1.9187719,ψ,0
496,10.637786,3.0376506,ψ,0
497,12.647801,2.0134473,ψ,0
498,10.418463,2.8465416,ψ,0
499,7.787552,1.8370459,ψ,0
500,10.094425,1.7063284,ψ,0
501,8.531435,1.8914504,ψ,0
