,Umap1,Umap2,label,A
225,0.24025577,3.695368,C,0
226,5.8836875,9.527619,C,0
227,-4.879418,4.5656533,C,0
228,1.3732375,4.250122,C,0
229,1.3029027,3.89761,C,0
230,1.6027756,2.579965,C,0
231,1.1244574,4.135231,C,0
232,1.2334039,4.632294,C,0
233,4.098899,3.9243307,C,0
234,4.1917152,4.022859,C,0
235,4.2347736,10.079532,C,0
236,-2.592581,4.7991676,C,0
237,-1.8506464,4.1314864,C,0
238,1.186266,4.3575344,C,0
239,-2.83581,4.330325,C,0
240,2.939484,3.9958007,C,0
241,3.7956421,3.9401288,C,0
242,5.838166,8.70794,C,0
243,-1.7218791,4.2213006,C,0
244,-2.5023263,4.315821,C,0
245,3.6019585,4.3416414,C,0
246,3.376499,4.125483,C,0
247,-4.2548094,4.436017,C,0
248,-0.19066158,4.5134687,C,0
249,-3.2811475,4.444636,C,0
250,-0.49189937,4.0901146,C,0
251,-3.7122388,4.5928216,m5C,0
252,3.1702342,4.1855736,m5C,0
253,-2.809249,5.6301227,m5C,0
254,-1.5220299,5.3652916,m5C,0
255,-0.9838092,5.3606644,m5C,0
256,0.8047867,5.3752756,m5C,0
257,-1.353488,4.953915,m5C,0
258,7.0800486,10.093256,m5C,0
259,-0.8970155,4.894291,m5C,0
260,-2.3243635,5.3288126,m5C,0
261,0.96805876,5.1073866,m5C,0
262,-0.38828436,4.6329737,m5C,0
263,1.0012206,4.4509063,m5C,0
264,-2.3168125,5.4984794,m5C,0
265,6.4329476,9.005449,m5C,0
266,0.448832,5.04688,m5C,0
267,-3.8101947,4.6234255,m5C,0
268,-3.422446,4.741502,m5C,0
269,-2.4307973,5.459875,m5C,0
270,-2.8181531,5.539891,m5C,0
271,-2.9652784,5.4893155,m5C,0
272,-4.106488,4.8815503,m5C,0
273,-3.5021946,5.1296678,m5C,0
274,-1.6449171,4.8829327,m5C,0
275,-2.812606,5.288401,m5C,0
276,4.059246,9.569854,m5C,0
277,-1.2820784,5.1464295,m5C,0
278,-1.202076,5.3233414,m5C,0
279,-3.464169,5.045669,m5C,0
280,1.1289012,5.370952,m5C,0
281,0.8599827,5.1275697,m5C,0
282,0.26198903,4.352464,m5C,0
283,-1.5758979,5.178622,m5C,0
284,-1.164376,5.021339,m5C,0
285,-2.3338614,5.4690614,m5C,0
286,-1.7686104,5.1328754,m5C,0
287,7.1616426,10.089181,m5C,0
288,0.9774287,5.434255,m5C,0
289,5.711402,9.470816,m5C,0
290,-2.347466,5.2865453,m5C,0
291,-3.385562,5.3304343,m5C,0
292,5.4549108,8.567174,m5C,0
293,-0.43436146,5.0843225,m5C,0
294,-3.6096635,5.335418,m5C,0
295,5.17803,9.257738,m5C,0
296,-0.8943933,3.8695188,m5C,0
297,-1.9103919,5.1088943,m5C,0
298,0.6737282,5.2414026,m5C,0
299,4.9829855,9.373207,m5C,0
300,6.9370666,9.996885,m5C,0
301,0.9423447,4.6982245,m5C,0
302,-0.9233976,5.381777,m5C,0
303,-1.3515947,5.2476077,m5C,0
304,-1.1401387,5.2961006,m5C,0
305,-3.0855043,5.485779,m5C,0
306,2.498175,3.9806826,m5C,0
307,-3.8636215,4.9992504,m5C,0
308,-2.4825494,5.1624017,m5C,0
309,-1.0975486,4.9872127,m5C,0
310,0.72747105,5.387811,m5C,0
311,-4.5732365,4.7649345,m5C,0
312,1.260906,5.1888547,m5C,0
313,-2.6178942,5.5027094,m5C,0
314,-2.3498847,3.975338,m5C,0
315,-2.9940119,5.2839723,m5C,0
316,-2.7137213,5.570925,m5C,0
317,-2.9752986,5.1062303,m5C,0
318,-2.095307,5.366993,m5C,0
319,-4.70092,4.7014,m5C,0
320,-1.4959612,4.377025,m5C,0
321,-2.5422606,5.4094157,m5C,0
322,1.0798297,3.6534765,m5C,0
323,-4.3547115,4.9473343,m5C,0
324,4.2740765,10.064056,m5C,0
325,-2.5841436,4.6626143,m5C,0
326,0.6542993,5.0152617,m5C,0
327,-3.6976,5.4042563,m5C,0
328,-0.07594485,4.6007667,m5C,0
329,-0.6948488,5.2621512,m5C,0
330,-0.33412609,4.0892434,m5C,0
331,-4.3405647,4.9167676,m5C,0
332,-1.3145956,5.150485,m5C,0
333,-0.7345142,5.282591,m5C,0
334,0.89397746,5.2838855,m5C,0
335,4.121466,9.617153,m5C,0
336,-1.5804788,5.078655,m5C,0
337,-1.0822551,3.9649856,m5C,0
338,5.219858,8.913072,m5C,0
339,-2.4525552,4.9282656,m5C,0
340,-3.1479669,4.6932597,m5C,0
341,-3.5338945,4.8708215,m5C,0
342,0.3528538,4.247949,m5C,0
343,3.3222358,4.4207172,m5C,0
344,1.332878,5.1177516,m5C,0
345,-3.8562856,5.3154793,m5C,0
346,-3.0658884,5.4544544,m5C,0
347,-3.0668786,5.2748933,m5C,0
348,-0.7340991,3.9843626,m5C,0
349,4.245818,9.409383,m5C,0
350,-4.2641435,4.800893,m5C,0
351,1.2470155,5.0440035,m5C,0
352,1.6290458,3.9091063,m5C,0
353,1.0275702,5.265262,m5C,0
354,-2.0495527,5.237948,m5C,0
355,3.0551498,4.6271744,m5C,0
356,-4.430748,4.9138346,m5C,0
357,-1.4470837,4.866658,m5C,0
358,4.9422226,8.719677,m5C,0
359,-2.0033956,5.132741,m5C,0
360,-1.5195494,4.891494,m5C,0
361,-2.7278426,5.475006,m5C,0
362,-3.6000292,5.165054,m5C,0
363,1.2758051,4.9005256,m5C,0
364,-1.8909599,4.918923,m5C,0
365,5.7801456,8.592963,m5C,0
366,-3.8562841,5.2762375,m5C,0
367,-1.3365226,4.659938,m5C,0
368,-2.4992557,4.56077,m5C,0
369,-2.429932,5.404998,m5C,0
370,4.8473606,9.360145,m5C,0
371,-3.4225368,5.29227,m5C,0
372,-1.9995505,5.1609883,m5C,0
373,3.1826215,4.421724,m5C,0
374,1.0776746,5.3990636,m5C,0
375,1.9899616,3.6462562,m5C,0
376,5.220487,9.160079,m5C,0
377,-3.1476693,4.7136216,m5C,0
378,7.082294,9.707076,m5C,0
379,5.573968,8.386105,m5C,0
380,0.504822,4.441986,m5C,0
381,-3.2966697,5.2488456,m5C,0
382,3.6889787,4.0772877,m5C,0
383,1.0218403,5.048696,m5C,0
384,6.536374,9.121097,m5C,0
385,-3.4983506,4.7843537,m5C,0
386,-1.2681103,4.2091317,m5C,0
387,-2.0342245,5.2799544,m5C,0
388,-0.8613494,5.001844,m5C,0
389,-1.8072284,5.2322326,m5C,0
390,-1.9658283,5.308458,m5C,0
391,-1.6983176,5.096802,m5C,0
392,-1.7248873,5.466599,m5C,0
393,-1.6606473,5.225946,m5C,0
394,-5.0179033,4.6414437,m5C,0
395,-3.827425,5.2842026,m5C,0
396,-2.2035182,4.272719,m5C,0
397,-3.2801042,5.0878353,m5C,0
398,1.5343266,2.9199326,m5C,0
399,-2.5215263,5.277138,m5C,0
400,-1.7475706,5.2397237,m5C,0
401,-1.6627154,5.4458075,m5C,0
402,-2.9644537,5.297535,m5C,0
403,0.77564716,3.8855734,m5C,0
404,-2.6867602,5.143953,m5C,0
405,-1.3165758,5.203721,m5C,0
406,-4.3923573,5.001705,m5C,0
407,-4.7125897,4.6766224,m5C,0
408,-0.9054082,3.9739347,m5C,0
409,-2.3687987,5.3785224,m5C,0
410,1.6271813,2.398884,m5C,0
411,-4.2037253,5.013467,m5C,0
412,4.344041,9.498103,m5C,0
413,-4.9217925,4.5834537,m5C,0
414,-4.012724,4.690028,m5C,0
415,6.232486,9.613814,m5C,0
416,-2.778657,4.7337875,m5C,0
417,-1.2500845,5.158012,m5C,0
418,1.2590597,5.086465,m5C,0
419,1.1575879,5.3512106,m5C,0
420,6.285125,9.665924,m5C,0
421,4.96418,9.219526,m5C,0
422,-2.5294447,4.7905135,m5C,0
423,-4.4030066,4.773805,m5C,0
424,5.8824606,8.7913685,m5C,0
425,0.8132967,5.4069295,m5C,0
426,-2.7746928,5.228611,m5C,0
427,-1.1703662,5.1751013,m5C,0
428,3.9396932,3.9376726,m5C,0
429,-3.4878583,5.329119,m5C,0
430,-3.1798277,4.8615723,m5C,0
431,-2.0531666,5.5127563,m5C,0
432,-0.98378783,3.9801912,m5C,0
433,-2.3503957,5.4392323,m5C,0
434,-3.0545688,5.028609,m5C,0
435,0.17846464,4.9773912,m5C,0
436,-4.8479667,4.688128,m5C,0
437,-4.907624,4.5919414,m5C,0
438,6.37616,9.620128,m5C,0
439,-4.018931,5.0051293,m5C,0
440,0.31919378,4.3761034,m5C,0
441,-0.5185083,5.0049996,m5C,0
442,-4.8158584,4.601547,m5C,0
443,-1.8785548,4.747531,m5C,0
444,-0.67072636,4.311616,m5C,0
445,-2.8662403,5.3834352,m5C,0
446,-1.7627361,4.6023407,m5C,0
447,4.9748783,8.776561,m5C,0
448,-3.799298,5.2531514,m5C,0
449,-3.0777438,5.183343,m5C,0
450,-2.262516,5.284993,m5C,0
451,-3.3247848,4.659143,m5C,0
452,-1.9940608,4.4527874,m5C,0
453,-4.3541803,5.0051417,m5C,0
454,-0.9830318,3.9565635,m5C,0
455,-2.8450563,5.0212746,m5C,0
456,0.8146279,4.802163,m5C,0
457,-3.2148924,4.7983737,m5C,0
458,-2.389671,4.598833,m5C,0
459,-1.5437849,5.3408227,m5C,0
460,-2.650721,4.55239,m5C,0
461,0.75310767,5.426195,m5C,0
462,-4.2979016,4.692759,m5C,0
463,-4.327931,4.8847227,m5C,0
464,0.9738455,4.406248,m5C,0
465,-3.8482275,5.266891,m5C,0
466,5.9484015,8.87487,m5C,0
467,-4.140705,5.0131836,m5C,0
468,-1.5257925,4.939062,m5C,0
469,-1.6431767,5.115108,m5C,0
470,-2.657752,5.082427,m5C,0
471,5.0166287,9.325954,m5C,0
472,0.7346568,4.606018,m5C,0
473,-2.058508,5.1134305,m5C,0
474,-4.5154786,4.8525777,m5C,0
475,0.8187692,5.3792973,m5C,0
476,-1.34064,5.310615,m5C,0
477,-3.1321058,4.8833475,m5C,0
478,-1.8458775,5.4671435,m5C,0
479,-2.319206,5.282654,m5C,0
480,-2.8513842,5.0916367,m5C,0
481,-1.6441312,5.0164366,m5C,0
482,-1.0660546,5.3717794,m5C,0
483,-1.7966887,4.875145,m5C,0
484,-3.3824973,5.125386,m5C,0
485,-1.3189261,4.8535113,m5C,0
486,-4.054538,5.170688,m5C,0
487,-4.0755796,5.025421,m5C,0
488,-3.9943395,4.6398826,m5C,0
489,1.1501427,3.6592152,m5C,0
490,-3.5452387,4.3089714,m5C,0
491,-3.4071226,5.3692117,m5C,0
492,-3.961338,4.7274194,m5C,0
493,-0.59284157,4.311969,m5C,0
494,-2.4012213,4.8737097,m5C,0
495,0.22433564,4.4299755,m5C,0
496,1.6553283,2.9048421,m5C,0
497,-2.0750992,5.212052,m5C,0
498,-3.5105083,4.8317156,m5C,0
499,-1.8779036,5.4677863,m5C,0
500,-1.8097452,5.038418,m5C,0
501,-2.7591865,5.1865926,m5C,0
502,1.396405,2.263704,hm5C,0
503,0.5177384,3.1391943,hm5C,0
504,7.695929,10.209726,hm5C,0
505,1.6536058,2.335795,hm5C,0
506,1.7337338,2.936899,hm5C,0
507,3.4833813,3.2892945,hm5C,0
508,-1.4184692,4.245401,hm5C,0
509,5.7119493,8.437549,hm5C,0
510,1.3576411,2.377744,hm5C,0
511,16.522667,7.4698544,hm5C,0
512,1.1577481,3.6933076,hm5C,0
513,6.531557,9.144986,hm5C,0
514,3.3729358,3.3370104,hm5C,0
515,16.71624,7.2452497,hm5C,0
516,1.5676279,2.6888106,hm5C,0
517,5.321962,8.50137,hm5C,0
518,4.2110624,9.785764,hm5C,0
519,15.813126,7.997287,hm5C,0
520,15.840576,7.973497,hm5C,0
521,8.053693,10.24461,hm5C,0
522,3.0015557,4.218678,hm5C,0
523,16.731205,6.913617,hm5C,0
524,2.9962752,3.339898,hm5C,0
525,6.9705777,9.968061,hm5C,0
526,16.062382,7.746976,hm5C,0
527,15.832983,7.9970913,hm5C,0
528,16.44422,7.5472803,hm5C,0
529,0.57167566,2.6246557,hm5C,0
530,4.225048,9.96975,hm5C,0
531,6.4858494,9.212295,hm5C,0
532,8.293706,10.474663,hm5C,0
533,5.77473,9.488297,hm5C,0
534,1.3829718,5.069092,hm5C,0
535,8.461121,10.597447,hm5C,0
536,2.653278,3.0870838,hm5C,0
537,4.3668904,9.913688,hm5C,0
538,4.836058,8.394209,hm5C,0
539,7.4320736,10.00574,hm5C,0
540,1.5336567,2.3738086,hm5C,0
541,4.9043837,9.140436,hm5C,0
542,2.3013165,2.9119606,hm5C,0
543,7.6095705,10.206034,hm5C,0
544,8.038607,10.386594,hm5C,0
545,2.4003954,3.3774812,hm5C,0
546,16.576456,7.6102657,hm5C,0
547,1.681141,3.3031847,hm5C,0
548,1.1687689,2.7152598,hm5C,0
549,7.640469,10.1872225,hm5C,0
550,0.864247,3.1603613,hm5C,0
551,15.680038,8.143339,hm5C,0
552,16.732605,7.013791,hm5C,0
553,1.9566522,3.0638633,hm5C,0
554,0.45072752,2.8512855,hm5C,0
555,-0.9284103,4.000201,hm5C,0
556,8.403849,10.55626,hm5C,0
557,15.790381,8.011133,hm5C,0
558,16.213184,7.710709,hm5C,0
559,-1.2036899,4.4980664,hm5C,0
560,1.4448475,2.9527519,hm5C,0
561,1.1140275,3.5169954,hm5C,0
562,7.0477605,10.006174,hm5C,0
563,5.7293353,8.753181,hm5C,0
564,1.7613971,3.1087546,hm5C,0
565,4.3309765,9.0604105,hm5C,0
566,3.398765,3.314381,hm5C,0
567,3.2402432,3.2080834,hm5C,0
568,2.2009172,2.9432356,hm5C,0
569,2.6932747,3.0549338,hm5C,0
570,1.4440898,2.5707896,hm5C,0
571,1.7820181,3.1354527,hm5C,0
572,5.749346,8.572826,hm5C,0
573,16.689342,7.209849,hm5C,0
574,-1.3823756,4.6661077,hm5C,0
575,8.430342,10.574957,hm5C,0
576,6.7933946,9.28998,hm5C,0
577,8.4699135,10.629896,hm5C,0
578,15.619446,8.170187,hm5C,0
579,16.666466,7.00418,hm5C,0
580,8.461264,10.604748,hm5C,0
581,3.2007759,3.1338396,hm5C,0
582,15.885847,7.942123,hm5C,0
583,4.3137293,10.103593,hm5C,0
584,2.9734056,4.2576227,hm5C,0
585,-0.19881111,4.2675385,hm5C,0
586,4.951831,8.383055,hm5C,0
587,16.014414,7.8157415,hm5C,0
588,4.151257,9.54005,hm5C,0
589,16.807137,6.7254434,hm5C,0
590,2.1181145,2.905189,hm5C,0
591,7.1293893,9.51024,hm5C,0
592,1.5772966,3.6098254,hm5C,0
593,5.3462515,8.459753,hm5C,0
594,16.641825,7.046658,hm5C,0
595,0.45277834,2.7023165,hm5C,0
596,4.2992225,9.149786,hm5C,0
597,5.625808,8.414035,hm5C,0
598,16.645931,7.406079,hm5C,0
599,0.39093602,2.8155212,hm5C,0
600,3.0633402,3.2050524,hm5C,0
601,16.753069,7.2784963,hm5C,0
602,1.7365732,2.762821,hm5C,0
603,15.569044,8.218732,hm5C,0
604,1.8324984,2.3807619,hm5C,0
605,0.63865095,2.630166,hm5C,0
606,0.72693956,2.7584085,hm5C,0
607,2.1113534,3.164759,hm5C,0
608,1.4737566,2.9911644,hm5C,0
609,16.0858,7.768442,hm5C,0
610,16.567774,7.442175,hm5C,0
611,8.521603,10.641172,hm5C,0
612,-2.7786973,4.559985,hm5C,0
613,15.58246,8.201704,hm5C,0
614,16.68363,6.9515853,hm5C,0
615,1.439851,2.742425,hm5C,0
616,16.61731,6.8217673,hm5C,0
617,0.7937554,2.828448,hm5C,0
618,16.644398,6.7806435,hm5C,0
619,15.866721,7.9461064,hm5C,0
620,16.364092,7.461524,hm5C,0
621,-0.85715127,4.1120005,hm5C,0
622,8.511978,10.63478,hm5C,0
623,15.626554,8.155657,hm5C,0
624,5.8475695,8.619189,hm5C,0
625,0.6488199,2.6574464,hm5C,0
626,1.2705976,2.6160564,hm5C,0
627,5.715276,9.43779,hm5C,0
628,0.760395,2.594237,hm5C,0
629,5.3303766,8.257801,hm5C,0
630,16.152233,7.6858783,hm5C,0
631,16.595348,7.2989793,hm5C,0
632,0.45415604,3.2868552,hm5C,0
633,16.683285,7.251392,hm5C,0
634,6.2183547,9.6651945,hm5C,0
635,6.363119,8.985398,hm5C,0
636,4.8127937,8.372772,hm5C,0
637,16.827702,7.2817183,hm5C,0
638,8.513545,10.634477,hm5C,0
639,16.059446,7.803006,hm5C,0
640,1.7426641,3.1888833,hm5C,0
641,7.433277,10.176392,hm5C,0
642,8.381029,10.524931,hm5C,0
643,16.67947,6.8488903,hm5C,0
644,16.767223,6.9656973,hm5C,0
645,1.3903306,2.518748,hm5C,0
646,5.2559752,8.878665,hm5C,0
647,1.9721556,2.7817006,hm5C,0
648,2.8367321,4.197293,hm5C,0
649,15.838983,7.954069,hm5C,0
650,2.8032575,4.1633387,hm5C,0
651,0.46518528,2.7740219,hm5C,0
652,16.731562,6.98576,hm5C,0
653,1.8843286,2.4693544,hm5C,0
654,16.64369,7.341825,hm5C,0
655,5.537401,8.423383,hm5C,0
656,0.30234453,2.786874,hm5C,0
657,1.3248774,2.4074948,hm5C,0
658,2.1289113,3.0412436,hm5C,0
659,1.0733641,2.4231339,hm5C,0
660,1.7942735,2.543422,hm5C,0
661,16.743835,6.87659,hm5C,0
662,2.3716598,3.425476,hm5C,0
663,5.6197343,8.46581,hm5C,0
664,7.009039,9.823849,hm5C,0
665,16.737333,7.055875,hm5C,0
666,16.280087,7.59031,hm5C,0
667,1.1978505,2.6211753,hm5C,0
668,5.916004,8.8091345,hm5C,0
669,1.2987427,5.0241365,hm5C,0
670,16.497244,7.592072,hm5C,0
671,2.099563,3.646614,hm5C,0
672,1.3394463,3.6837804,hm5C,0
673,8.52868,10.64465,hm5C,0
674,2.2154508,2.7658653,hm5C,0
675,6.454936,9.748391,hm5C,0
676,1.0187987,3.0598907,hm5C,0
677,2.07402,3.0603135,hm5C,0
678,5.5431795,9.364179,hm5C,0
679,1.835538,3.3542879,hm5C,0
680,16.693014,7.346916,hm5C,0
681,5.968548,9.548949,hm5C,0
682,3.9141684,4.583237,hm5C,0
683,1.5727828,2.5070562,hm5C,0
684,16.728054,7.097965,hm5C,0
685,3.348104,3.3036845,hm5C,0
686,1.0199606,3.6560223,hm5C,0
687,6.9417014,9.396815,hm5C,0
688,7.0463953,9.63366,hm5C,0
689,1.5112239,3.0418859,hm5C,0
690,7.1157727,9.983851,hm5C,0
691,7.577466,10.271681,hm5C,0
692,-0.04761867,3.3702247,hm5C,0
693,2.2128286,3.699686,hm5C,0
694,2.804135,3.8663185,hm5C,0
695,0.9439786,2.638267,hm5C,0
696,-1.1455176,4.158791,hm5C,0
697,1.8305753,2.853287,hm5C,0
698,4.246497,9.522848,hm5C,0
699,16.689852,6.983557,hm5C,0
700,6.5650206,9.773592,hm5C,0
701,-3.0723,4.7573614,hm5C,0
702,1.0959803,2.6898263,hm5C,0
703,1.9495683,2.5076451,hm5C,0
704,15.954503,7.905667,hm5C,0
705,15.821474,7.9821014,hm5C,0
706,6.0797515,9.557848,hm5C,0
707,1.3461417,2.3582885,hm5C,0
708,1.7099354,2.5929203,hm5C,0
709,1.7772954,2.9479353,hm5C,0
710,4.396914,9.2444105,hm5C,0
711,0.87285304,2.4841564,hm5C,0
712,7.672203,10.181042,hm5C,0
713,3.376522,3.9747367,hm5C,0
714,1.8635608,3.1029418,hm5C,0
715,2.085472,2.6856766,hm5C,0
716,16.50376,7.5189533,hm5C,0
717,4.2686753,10.156142,hm5C,0
718,0.47372165,4.2997184,hm5C,0
719,15.886141,7.906302,hm5C,0
720,16.468618,7.1613784,hm5C,0
721,16.322208,7.6649437,hm5C,0
722,2.3636053,3.4120815,hm5C,0
723,2.0451043,2.955072,hm5C,0
724,16.46046,7.359863,hm5C,0
725,8.528001,10.643639,hm5C,0
726,6.9600167,9.803422,hm5C,0
727,15.7614975,8.028459,hm5C,0
