	0	1	2	3
LOC_Os01g01170.1.MSUv7.0	461.80133306651476	80.95348486353818	271.1837169243749	444.25284897706666
LOC_Os01g01650.1.MSUv7.0	103.35553644821998	58.87526171893686	75.32881025677081	55.942951352667656
LOC_Os01g01660.1.MSUv7.0	158.33188562280506	1516.037989262624	723.1565784649997	1099.1144559877057
LOC_Os01g02150.1.MSUv7.0	21.990539669834035	73.59407714867108	100.4384136756944	69.10599872976593
LOC_Os01g02910.1.MSUv7.0	32.98580950475105	117.75052343787372	125.54801709461799	134.9212356152573
LOC_Os01g03110.1.MSUv7.0	28.587701570784247	11.03911157230066	15.065762051354161	16.45380922137284
LOC_Os01g03310.1.MSUv7.0	692.7019995997722	592.4323210468021	562.4551165838888	556.1387516824019
LOC_Os01g03340.1.MSUv7.0	826.8442915857598	2229.9005376047335	2094.1409251382283	1684.8700642685787
LOC_Os01g03360.1.MSUv7.0	61.5735110755353	47.8361501466362	85.37265162434024	42.77990397556938
LOC_Os01g03680.1.MSUv7.0	1941.7646528463454	1880.328671148546	2385.4123247977423	3119.6422283722904
LOC_Os01g03980.1.MSUv7.0	1202.8825199399218	1019.2779685090944	532.3235924811803	740.4214149617778
LOC_Os01g04020.1.MSUv7.0	50.57824124061828	117.75052343787372	90.39457230812496	138.21199745953186
LOC_Os01g04020.2.MSUv7.0	24.189593636817442	36.79703857433554	30.131524102708322	69.10599872976593
LOC_Os01g04050.1.MSUv7.0	884.0196947273283	69.91437329123751	15.065762051354161	503.4865621740089
LOC_Os01g04260.1.MSUv7.0	41.78202537268467	128.78963501017438	145.63569982975687	105.30437901678617
LOC_Os01g04350.1.MSUv7.0	3934.1075469333095	2130.5485334540276	1712.4749531705895	3633.001076079123
LOC_Os01g04710.1.MSUv7.0	3386.5431091544415	7473.478534447548	8989.238023974649	4689.335628091259
LOC_Os01g04730.1.MSUv7.0	365.042958519245	386.36890503052314	622.7181647893053	513.3588477068325
LOC_Os01g04814.1.MSUv7.0	81.36499677838593	29.43763085946843	5.02192068378472	36.19838028702024
LOC_Os01g04814.3.MSUv7.0	39.582971405701265	14.718815429734216	5.02192068378472	9.872285532823705
LOC_Os01g05490.1.MSUv7.0	1688.873446643254	496.7600207535297	738.2223405163539	1780.3021577525415
LOC_Os01g05490.2.MSUv7.0	875.2234788593947	246.5401584480481	130.56993777840273	217.19028172212148
LOC_Os01g05970.1.MSUv7.0	406.8249838919297	66.23466943380397	10.04384136756944	296.1685659847111
LOC_Os01g06640.1.MSUv7.0	118.7489142171038	22.07822314460132	35.15344478649305	75.68752241831507
LOC_Os01g07060.1.MSUv7.0	1077.5364438218678	511.47883618326404	672.9373716271525	480.451229264087
LOC_Os01g07500.1.MSUv7.0	83.56405074536934	66.23466943380397	85.37265162434024	69.10599872976593
LOC_Os01g08260.2.MSUv7.0	46.18013330665148	7.359407714867108	5.02192068378472	16.45380922137284
LOC_Os01g08260.1.MSUv7.0	50.57824124061828	14.718815429734216	30.131524102708322	32.90761844274568
LOC_Os01g08410.1.MSUv7.0	94.55932058028635	283.33719702238363	75.32881025677081	164.5380922137284
LOC_Os01g08470.1.MSUv7.0	6.597161900950211	33.117334716901986	5.02192068378472	6.581523688549136
LOC_Os01g08660.1.MSUv7.0	299.07133950974287	632.9090634785712	351.5344478649304	559.4295135266766
LOC_Os01g09010.1.MSUv7.0	46.18013330665148	77.27378100610463	120.52609641083329	157.95656852517928
LOC_Os01g09120.1.MSUv7.0	59.3744571085519	29.43763085946843	15.065762051354161	6.581523688549136
LOC_Os01g09120.2.MSUv7.0	79.16594281140253	136.14904272504148	45.19728615406248	42.77990397556938
LOC_Os01g09200.1.MSUv7.0	191.3176951275561	106.71141186557306	15.065762051354161	55.942951352667656
LOC_Os01g09320.1.MSUv7.0	516.7776822410998	540.9164670427324	903.9457230812496	2807.0198531662063
LOC_Os01g09430.1.MSUv7.0	26.388647603800845	128.78963501017438	80.35073094055552	65.81523688549136
LOC_Os01g09620.1.MSUv7.0	1044.5506343171169	1611.7102895558965	954.1649299190968	944.448649306801
LOC_Os01g09620.2.MSUv7.0	554.1615996798176	1276.857238529443	838.6607541920483	194.1549488121995
LOC_Os01g09790.1.MSUv7.0	833.44145348671	176.62578515681057	175.7672239324652	575.8833227480494
LOC_Os01g09830.1.MSUv7.0	39.582971405701265	103.0317080081395	65.28496888920137	29.616856598471113
LOC_Os01g09890.1.MSUv7.0	565.1568695147348	268.6183815926494	381.66597196763877	250.09790016486718
LOC_Os01g10050.2.MSUv7.0	15.393377768883825	18.39851928716777	5.02192068378472	3.290761844274568
LOC_Os01g10050.1.MSUv7.0	43.98107933966807	18.39851928716777	15.065762051354161	26.326094754196543
LOC_Os01g10490.1.MSUv7.0	1180.891980270088	1159.1067150915696	924.0334058163885	671.3154162320119
LOC_Os01g11150.1.MSUv7.0	136.341345952971	88.31289257840528	50.2192068378472	62.524475041216796
LOC_Os01g11590.2.MSUv7.0	191.3176951275561	971.4418183624582	853.7265162434024	148.08428299235555
LOC_Os01g12090.1.MSUv7.0	61.5735110755353	3.679703857433554	15.065762051354161	23.035332909921976
LOC_Os01g12440.1.MSUv7.0	2.1990539669834037	47.8361501466362	60.263048205416645	16.45380922137284
LOC_Os01g12660.1.MSUv7.0	87.96215867933614	14.718815429734216	10.04384136756944	19.74457106564741
LOC_Os01g13030.2.MSUv7.0	57.175403141568495	334.8530510264534	170.74530324868047	345.52999364882965
LOC_Os01g13030.1.MSUv7.0	15.393377768883825	246.5401584480481	90.39457230812496	6.581523688549136
LOC_Os01g13130.1.MSUv7.0	182.5214792596225	294.3763085946843	406.77557538656237	131.63047377098272
LOC_Os01g13210.1.MSUv7.0	477.1947108353986	195.02430444397834	35.15344478649305	885.2149361098589
LOC_Os01g13210.2.MSUv7.0	162.72999355677186	106.71141186557306	25.1096034189236	506.7773240182835
LOC_Os01g13560.1.MSUv7.0	147.33661578788804	47.8361501466362	70.3068895729861	59.233713196942226
LOC_Os01g13700.1.MSUv7.0	248.49309826912463	448.92387060689356	477.0824649595484	671.3154162320119
LOC_Os01g13730.1.MSUv7.0	461.80133306651476	36.79703857433554	70.3068895729861	250.09790016486718
LOC_Os01g14410.1.MSUv7.0	164.92904752375526	176.62578515681057	175.7672239324652	121.75818823815901
LOC_Os01g14670.1.MSUv7.0	2293.6132875636904	1968.641563726951	2847.4290277059363	2448.3268121402784
LOC_Os01g14820.1.MSUv7.0	48.379187273634884	25.757927002034876	15.065762051354161	16.45380922137284
LOC_Os01g14850.1.MSUv7.0	2020.9305956577482	4018.23661231744	2500.9165005247905	3182.166703413507
LOC_Os01g14960.1.MSUv7.0	63.772565042518714	919.9259643583885	421.84133743791654	447.54361082134125
LOC_Os01g15010.1.MSUv7.0	241.8959363681744	176.62578515681057	155.67954119732633	243.51637647631802
LOC_Os01g15110.1.MSUv7.0	83.56405074536934	62.554965576370414	30.131524102708322	39.48914213129482
LOC_Os01g15270.1.MSUv7.0	19338.480585652054	27980.468131924743	21589.237019590513	18536.86146879864
LOC_Os01g15290.2.MSUv7.0	246.2940443021412	22.07822314460132	5.02192068378472	39.48914213129482
LOC_Os01g15290.1.MSUv7.0	679.5076757978718	250.21986230548166	95.41649299190969	217.19028172212148
LOC_Os01g15320.1.MSUv7.0	4.398107933966807	224.46193530344678	100.4384136756944	82.2690461068642
LOC_Os01g16152.1.MSUv7.0	1161.100494567237	415.80653588999155	441.9290201730554	414.6359923785956
LOC_Os01g16250.1.MSUv7.0	96.75837454726977	7.359407714867108	15.065762051354161	59.233713196942226
LOC_Os01g16450.1.MSUv7.0	107.75364438218678	220.7822314460132	110.48225504326385	138.21199745953186
LOC_Os01g16650.1.MSUv7.0	2152.8738336767524	283.33719702238363	160.70146188111104	723.9676057404049
LOC_Os01g16670.1.MSUv7.0	70.36972694346892	125.10993115274083	5.02192068378472	398.18218315722277
LOC_Os01g16950.1.MSUv7.0	219.90539669834038	176.62578515681057	175.7672239324652	62.524475041216796
LOC_Os01g17150.1.MSUv7.0	206.71107289643996	294.3763085946843	321.4029237622221	460.7066581984395
LOC_Os01g18050.1.MSUv7.0	112.15175231615359	213.4228237311461	311.35908239465266	454.12513450989036
LOC_Os01g18110.1.MSUv7.0	13.194323801900422	7.359407714867108	35.15344478649305	19.74457106564741
LOC_Os01g18170.1.MSUv7.0	2251.8312621910054	1799.3751862850079	2822.3194242870127	1345.9215943082982
LOC_Os01g18640.1.MSUv7.0	98.95742851425317	77.27378100610463	100.4384136756944	32.90761844274568
LOC_Os01g18640.2.MSUv7.0	186.9195871935893	88.31289257840528	140.6137791459722	108.59514086106074
LOC_Os01g18660.1.MSUv7.0	180.3224252926391	121.43022729530728	125.54801709461799	32.90761844274568
LOC_Os01g19020.1.MSUv7.0	1295.2427865532247	691.7843251975081	1160.0636779542704	704.2230346747575
LOC_Os01g19740.1.MSUv7.0	171.52620942470548	257.57927002034876	215.94258940274298	342.23923180455506
LOC_Os01g19800.1.MSUv7.0	4.398107933966807	117.75052343787372	65.28496888920137	39.48914213129482
LOC_Os01g20780.1.MSUv7.0	15.393377768883825	36.79703857433554	5.02192068378472	69.10599872976593
LOC_Os01g21070.1.MSUv7.0	50.57824124061828	66.23466943380397	85.37265162434024	23.035332909921976
LOC_Os01g21120.1.MSUv7.0	492.5880886042824	463.64268603662777	296.2933203432985	207.3179961892978
LOC_Os01g21560.1.MSUv7.0	112.15175231615359	728.5813637718437	522.2797511136109	197.44571065647406
LOC_Os01g22230.1.MSUv7.0	444.20890133064756	206.063416016279	276.2056376081596	207.3179961892978
LOC_Os01g22230.2.MSUv7.0	371.6401204201953	121.43022729530728	236.03027213788187	62.524475041216796
LOC_Os01g22352.1.MSUv7.0	1647.0914212705695	1571.2335471241274	1913.3517805219785	1740.8130156212464
LOC_Os01g22380.1.MSUv7.0	756.4745646422908	629.2293596211377	592.586640686597	779.9105570930726
LOC_Os01g22490.1.MSUv7.0	875.2234788593947	334.8530510264534	341.49060649736094	997.100838815194
LOC_Os01g23610.1.MSUv7.0	230.90066653325738	25.757927002034876	15.065762051354161	59.233713196942226
LOC_Os01g23610.2.MSUv7.0	433.21363149573057	36.79703857433554	15.065762051354161	299.4593278289857
LOC_Os01g24764.1.MSUv7.0	59.3744571085519	121.43022729530728	75.32881025677081	9.872285532823705
LOC_Os01g25880.1.MSUv7.0	162.72999355677186	7.359407714867108	15.065762051354161	59.233713196942226
LOC_Os01g27020.3.MSUv7.0	13.194323801900422	7.359407714867108	5.02192068378472	3.290761844274568
LOC_Os01g27390.1.MSUv7.0	4140.818619829749	1655.8667358450991	2345.2369593274643	4021.3109737035224
LOC_Os01g27990.1.MSUv7.0	81.36499677838593	128.78963501017438	5.02192068378472	55.942951352667656
LOC_Os01g29804.1.MSUv7.0	32.98580950475105	3.679703857433554	5.02192068378472	13.163047377098271
LOC_Os01g31690.1.MSUv7.0	362.8439045522616	1394.607761967317	1536.7077292381243	1586.147208940342
LOC_Os01g31690.2.MSUv7.0	182.5214792596225	890.48833349892	1069.6691056461455	118.46742639388445
LOC_Os01g32660.1.MSUv7.0	10.995269834917018	11.03911157230066	5.02192068378472	9.872285532823705
LOC_Os01g32770.1.MSUv7.0	1046.7496882841	588.7526171893686	1200.239043424548	621.9539885678932
LOC_Os01g34560.1.MSUv7.0	127.54513008503743	625.5496557637042	456.99478222440956	552.8479898381274
LOC_Os01g34700.1.MSUv7.0	123.1470221510706	58.87526171893686	70.3068895729861	200.73647250074865
