,label,variable,value
0,A,0,8.0
1,A,0,25.0
2,A,0,3.0
3,A,0,8.0
4,A,0,27.0
5,A,0,10.0
6,A,0,18.0
7,A,0,17.0
8,A,0,24.0
9,A,0,5.0
10,A,0,10.0
11,A,0,32.0
12,A,0,17.0
13,A,0,26.0
14,A,0,23.0
15,A,0,3.0
16,A,0,10.0
17,A,0,5.0
18,A,0,17.0
19,A,0,11.0
20,A,0,17.0
21,A,0,19.0
22,A,0,23.0
23,A,0,8.0
24,A,0,12.0
25,A,0,18.0
26,A,0,16.0
27,A,0,22.0
28,A,0,5.0
29,A,0,37.0
30,A,0,10.0
31,A,0,23.0
32,A,0,17.0
33,A,0,19.0
34,A,0,10.0
35,A,0,12.0
36,A,0,25.0
37,A,0,27.0
38,A,0,27.0
39,A,0,26.0
40,A,0,16.0
41,A,0,25.0
42,A,0,7.0
43,A,0,11.0
44,A,0,4.0
45,A,0,6.0
46,A,0,14.0
47,A,0,26.0
48,A,0,18.0
49,A,0,18.0
50,A,0,10.0
51,A,0,12.0
52,A,0,16.0
53,A,0,13.0
54,A,0,0.0
55,A,0,14.0
56,A,0,11.0
57,A,0,6.0
58,A,0,21.0
59,A,0,5.0
60,A,0,22.0
61,A,0,13.0
62,A,0,33.0
63,A,0,10.0
64,A,0,25.0
65,A,0,18.0
66,A,0,5.0
67,A,0,22.0
68,A,0,17.0
69,A,0,26.0
70,A,0,6.0
71,A,0,35.0
72,A,0,12.0
73,A,0,19.0
74,A,0,18.0
75,A,0,29.0
76,A,0,13.0
77,A,0,7.0
78,A,0,23.0
79,A,0,0.0
80,A,0,7.0
81,A,0,11.0
82,A,0,21.0
83,A,0,14.0
84,A,0,33.0
85,A,0,4.0
86,A,0,7.0
87,A,0,22.0
88,A,0,3.0
89,A,0,2.0
90,A,0,13.0
91,A,0,15.0
92,A,0,7.0
93,A,0,4.0
94,A,0,18.0
95,A,0,16.0
96,A,0,18.0
97,A,0,20.0
98,A,0,13.0
99,A,0,17.0
100,A,0,10.0
101,m1A,0,8.0
102,m1A,0,6.0
103,m1A,0,10.0
104,m1A,0,21.0
105,m1A,0,18.0
106,m1A,0,0.0
107,m1A,0,4.0
108,m1A,0,6.0
109,m1A,0,21.0
110,m1A,0,7.0
111,m1A,0,12.0
112,m1A,0,14.0
113,m1A,0,23.0
114,m1A,0,13.0
115,m1A,0,21.0
116,m1A,0,31.0
117,m1A,0,14.0
118,m1A,0,5.0
119,m1A,0,17.0
120,m1A,0,26.0
121,m1A,0,8.0
122,m1A,0,6.0
123,m1A,0,5.0
124,m1A,0,13.0
125,m1A,0,22.0
126,m1A,0,5.0
127,m1A,0,0.0
