,fpr,tpr,normalization
230,0.0019212295869356388,0.47758081334723673,min-max AUC 0.97
231,0.0019212295869356388,0.4932221063607925,min-max AUC 0.97
232,0.002881844380403458,0.4932221063607925,min-max AUC 0.97
233,0.002881844380403458,0.5140771637122002,min-max AUC 0.97
234,0.0038424591738712775,0.5140771637122002,min-max AUC 0.97
235,0.0038424591738712775,0.5172054223149114,min-max AUC 0.97
236,0.004803073967339097,0.5172054223149114,min-max AUC 0.97
237,0.004803073967339097,0.5182481751824818,min-max AUC 0.97
238,0.005763688760806916,0.5182481751824818,min-max AUC 0.97
239,0.005763688760806916,0.5286757038581856,min-max AUC 0.97
240,0.0067243035542747355,0.5286757038581856,min-max AUC 0.97
241,0.0067243035542747355,0.5443169968717414,min-max AUC 0.97
242,0.007684918347742555,0.5443169968717414,min-max AUC 0.97
243,0.007684918347742555,0.5745568300312826,min-max AUC 0.97
244,0.008645533141210375,0.5745568300312826,min-max AUC 0.97
245,0.008645533141210375,0.59436913451512,min-max AUC 0.97
246,0.009606147934678195,0.59436913451512,min-max AUC 0.97
247,0.009606147934678195,0.5964546402502607,min-max AUC 0.97
248,0.010566762728146013,0.5964546402502607,min-max AUC 0.97
249,0.010566762728146013,0.5985401459854015,min-max AUC 0.97
250,0.011527377521613832,0.5985401459854015,min-max AUC 0.97
251,0.011527377521613832,0.607924921793535,min-max AUC 0.97
252,0.012487992315081652,0.607924921793535,min-max AUC 0.97
253,0.012487992315081652,0.6402502606882169,min-max AUC 0.97
254,0.013448607108549471,0.6402502606882169,min-max AUC 0.97
255,0.013448607108549471,0.6475495307612096,min-max AUC 0.97
256,0.01440922190201729,0.6475495307612096,min-max AUC 0.97
257,0.01440922190201729,0.6527632950990615,min-max AUC 0.97
258,0.01536983669548511,0.6527632950990615,min-max AUC 0.97
259,0.01536983669548511,0.656934306569343,min-max AUC 0.97
260,0.01633045148895293,0.656934306569343,min-max AUC 0.97
261,0.01633045148895293,0.6746611053180396,min-max AUC 0.97
262,0.01729106628242075,0.6746611053180396,min-max AUC 0.97
263,0.01729106628242075,0.7059436913451512,min-max AUC 0.97
264,0.01825168107588857,0.7059436913451512,min-max AUC 0.97
265,0.01825168107588857,0.7069864442127216,min-max AUC 0.97
266,0.01921229586935639,0.7069864442127216,min-max AUC 0.97
267,0.01921229586935639,0.7174139728884255,min-max AUC 0.97
268,0.020172910662824207,0.7174139728884255,min-max AUC 0.97
269,0.020172910662824207,0.7205422314911366,min-max AUC 0.97
270,0.021133525456292025,0.7205422314911366,min-max AUC 0.97
271,0.021133525456292025,0.735140771637122,min-max AUC 0.97
272,0.022094140249759846,0.735140771637122,min-max AUC 0.97
273,0.022094140249759846,0.7466110531803962,min-max AUC 0.97
274,0.023054755043227664,0.7466110531803962,min-max AUC 0.97
275,0.023054755043227664,0.7507820646506778,min-max AUC 0.97
276,0.024015369836695485,0.7507820646506778,min-max AUC 0.97
277,0.024015369836695485,0.7591240875912408,min-max AUC 0.97
278,0.025936599423631124,0.7591240875912408,min-max AUC 0.97
279,0.025936599423631124,0.7612095933263816,min-max AUC 0.97
280,0.026897214217098942,0.7612095933263816,min-max AUC 0.97
281,0.026897214217098942,0.7643378519290928,min-max AUC 0.97
282,0.027857829010566763,0.7643378519290928,min-max AUC 0.97
283,0.027857829010566763,0.7789363920750783,min-max AUC 0.97
284,0.02881844380403458,0.7789363920750783,min-max AUC 0.97
285,0.02881844380403458,0.7872784150156413,min-max AUC 0.97
286,0.029779058597502402,0.7872784150156413,min-max AUC 0.97
287,0.029779058597502402,0.7987486965589156,min-max AUC 0.97
288,0.03170028818443804,0.7987486965589156,min-max AUC 0.97
289,0.03170028818443804,0.8008342022940563,min-max AUC 0.97
290,0.03266090297790586,0.8008342022940563,min-max AUC 0.97
291,0.03266090297790586,0.8018769551616267,min-max AUC 0.97
292,0.03362151777137368,0.8018769551616267,min-max AUC 0.97
293,0.03362151777137368,0.8060479666319083,min-max AUC 0.97
294,0.0345821325648415,0.8060479666319083,min-max AUC 0.97
295,0.0345821325648415,0.8070907194994786,min-max AUC 0.97
296,0.03554274735830932,0.8070907194994786,min-max AUC 0.97
297,0.03554274735830932,0.8102189781021898,min-max AUC 0.97
298,0.03650336215177714,0.8102189781021898,min-max AUC 0.97
299,0.03650336215177714,0.8123044838373306,min-max AUC 0.97
300,0.037463976945244955,0.8123044838373306,min-max AUC 0.97
301,0.037463976945244955,0.8133472367049009,min-max AUC 0.97
302,0.03842459173871278,0.8133472367049009,min-max AUC 0.97
303,0.03842459173871278,0.8196037539103233,min-max AUC 0.97
304,0.0393852065321806,0.8196037539103233,min-max AUC 0.97
305,0.0393852065321806,0.8237747653806048,min-max AUC 0.97
306,0.040345821325648415,0.8237747653806048,min-max AUC 0.97
307,0.040345821325648415,0.8321167883211679,min-max AUC 0.97
308,0.04130643611911623,0.8321167883211679,min-max AUC 0.97
309,0.04130643611911623,0.8342022940563086,min-max AUC 0.97
310,0.04226705091258405,0.8342022940563086,min-max AUC 0.97
311,0.04226705091258405,0.835245046923879,min-max AUC 0.97
312,0.043227665706051875,0.835245046923879,min-max AUC 0.97
313,0.043227665706051875,0.8394160583941606,min-max AUC 0.97
314,0.04803073967339097,0.8394160583941606,min-max AUC 0.97
315,0.04803073967339097,0.8415015641293013,min-max AUC 0.97
316,0.04899135446685879,0.8415015641293013,min-max AUC 0.97
317,0.04899135446685879,0.8425443169968717,min-max AUC 0.97
318,0.049951969260326606,0.8425443169968717,min-max AUC 0.97
319,0.049951969260326606,0.8435870698644421,min-max AUC 0.97
320,0.05091258405379443,0.8435870698644421,min-max AUC 0.97
321,0.05091258405379443,0.8446298227320125,min-max AUC 0.97
322,0.05187319884726225,0.8446298227320125,min-max AUC 0.97
323,0.05187319884726225,0.8477580813347236,min-max AUC 0.97
324,0.052833813640730067,0.8477580813347236,min-max AUC 0.97
325,0.052833813640730067,0.8508863399374348,min-max AUC 0.97
326,0.053794428434197884,0.8508863399374348,min-max AUC 0.97
327,0.053794428434197884,0.8529718456725756,min-max AUC 0.97
328,0.056676272814601344,0.8529718456725756,min-max AUC 0.97
329,0.056676272814601344,0.8540145985401459,min-max AUC 0.97
330,0.05763688760806916,0.8540145985401459,min-max AUC 0.97
331,0.05763688760806916,0.8581856100104275,min-max AUC 0.97
332,0.059558117195004805,0.8581856100104275,min-max AUC 0.97
333,0.059558117195004805,0.8592283628779979,min-max AUC 0.97
334,0.06147934678194044,0.8592283628779979,min-max AUC 0.97
335,0.06147934678194044,0.8633993743482794,min-max AUC 0.97
336,0.06243996157540826,0.8633993743482794,min-max AUC 0.97
337,0.06243996157540826,0.8654848800834203,min-max AUC 0.97
338,0.06340057636887608,0.8654848800834203,min-max AUC 0.97
339,0.06340057636887608,0.867570385818561,min-max AUC 0.97
340,0.06532180595581172,0.867570385818561,min-max AUC 0.97
341,0.06532180595581172,0.8717413972888426,min-max AUC 0.97
342,0.06628242074927954,0.8717413972888426,min-max AUC 0.97
343,0.06628242074927954,0.8748696558915537,min-max AUC 0.97
344,0.06820365033621517,0.8748696558915537,min-max AUC 0.97
345,0.06820365033621517,0.8759124087591241,min-max AUC 0.97
346,0.07012487992315082,0.8759124087591241,min-max AUC 0.97
347,0.07012487992315082,0.8790406673618353,min-max AUC 0.97
348,0.07204610951008646,0.8790406673618353,min-max AUC 0.97
349,0.07204610951008646,0.8800834202294057,min-max AUC 0.97
350,0.07300672430355427,0.8800834202294057,min-max AUC 0.97
351,0.07300672430355427,0.8832116788321168,min-max AUC 0.97
352,0.07492795389048991,0.8832116788321168,min-max AUC 0.97
353,0.07492795389048991,0.8873826903023984,min-max AUC 0.97
354,0.07588856868395773,0.8873826903023984,min-max AUC 0.97
355,0.07588856868395773,0.8884254431699687,min-max AUC 0.97
356,0.07684918347742556,0.8884254431699687,min-max AUC 0.97
357,0.07684918347742556,0.8915537017726799,min-max AUC 0.97
358,0.07780979827089338,0.8915537017726799,min-max AUC 0.97
359,0.07780979827089338,0.8936392075078207,min-max AUC 0.97
360,0.0787704130643612,0.8936392075078207,min-max AUC 0.97
361,0.0787704130643612,0.8988529718456726,min-max AUC 0.97
362,0.07973102785782901,0.8988529718456726,min-max AUC 0.97
363,0.07973102785782901,0.899895724713243,min-max AUC 0.97
364,0.08549471661863593,0.899895724713243,min-max AUC 0.97
365,0.08549471661863593,0.9009384775808134,min-max AUC 0.97
366,0.08741594620557157,0.9009384775808134,min-max AUC 0.97
367,0.08741594620557157,0.9040667361835245,min-max AUC 0.97
368,0.08837656099903939,0.9040667361835245,min-max AUC 0.97
369,0.08837656099903939,0.9061522419186653,min-max AUC 0.97
370,0.09125840537944284,0.9061522419186653,min-max AUC 0.97
371,0.09125840537944284,0.908237747653806,min-max AUC 0.97
372,0.09317963496637849,0.908237747653806,min-max AUC 0.97
373,0.09317963496637849,0.9124087591240876,min-max AUC 0.97
374,0.09798270893371758,0.9124087591240876,min-max AUC 0.97
375,0.09798270893371758,0.913451511991658,min-max AUC 0.97
376,0.10086455331412104,0.913451511991658,min-max AUC 0.97
377,0.10086455331412104,0.9144942648592284,min-max AUC 0.97
378,0.10278578290105668,0.9144942648592284,min-max AUC 0.97
379,0.10278578290105668,0.9165797705943691,min-max AUC 0.97
380,0.10758885686839577,0.9165797705943691,min-max AUC 0.97
381,0.10758885686839577,0.9197080291970803,min-max AUC 0.97
382,0.11143131604226705,0.9197080291970803,min-max AUC 0.97
383,0.11143131604226705,0.9207507820646507,min-max AUC 0.97
384,0.11335254562920269,0.9207507820646507,min-max AUC 0.97
385,0.11335254562920269,0.921793534932221,min-max AUC 0.97
386,0.11815561959654179,0.921793534932221,min-max AUC 0.97
387,0.11815561959654179,0.9228362877997914,min-max AUC 0.97
388,0.11911623439000961,0.9228362877997914,min-max AUC 0.97
389,0.11911623439000961,0.9249217935349322,min-max AUC 0.97
390,0.12007684918347743,0.9249217935349322,min-max AUC 0.97
391,0.12007684918347743,0.927007299270073,min-max AUC 0.97
392,0.12199807877041306,0.927007299270073,min-max AUC 0.97
393,0.12199807877041306,0.9280500521376434,min-max AUC 0.97
394,0.12584053794428435,0.9280500521376434,min-max AUC 0.97
395,0.12584053794428435,0.9290928050052137,min-max AUC 0.97
396,0.12776176753121998,0.9290928050052137,min-max AUC 0.97
397,0.12776176753121998,0.9311783107403545,min-max AUC 0.97
398,0.13064361191162344,0.9311783107403545,min-max AUC 0.97
399,0.13064361191162344,0.9332638164754953,min-max AUC 0.97
400,0.13160422670509125,0.9332638164754953,min-max AUC 0.97
401,0.13160422670509125,0.9343065693430657,min-max AUC 0.97
402,0.13544668587896252,0.9343065693430657,min-max AUC 0.97
403,0.13544668587896252,0.935349322210636,min-max AUC 0.97
404,0.1373679154658982,0.935349322210636,min-max AUC 0.97
405,0.1373679154658982,0.9363920750782064,min-max AUC 0.97
406,0.138328530259366,0.9363920750782064,min-max AUC 0.97
407,0.138328530259366,0.9384775808133472,min-max AUC 0.97
408,0.14217098943323728,0.9384775808133472,min-max AUC 0.97
409,0.14217098943323728,0.9395203336809176,min-max AUC 0.97
410,0.1440922190201729,0.9395203336809176,min-max AUC 0.97
411,0.1440922190201729,0.940563086548488,min-max AUC 0.97
412,0.14505283381364073,0.940563086548488,min-max AUC 0.97
413,0.14505283381364073,0.9426485922836287,min-max AUC 0.97
414,0.14697406340057637,0.9426485922836287,min-max AUC 0.97
415,0.14697406340057637,0.9436913451511991,min-max AUC 0.97
416,0.14985590778097982,0.9436913451511991,min-max AUC 0.97
417,0.14985590778097982,0.9447340980187695,min-max AUC 0.97
418,0.15561959654178675,0.9447340980187695,min-max AUC 0.97
419,0.15561959654178675,0.9478623566214807,min-max AUC 0.97
420,0.16138328530259366,0.9478623566214807,min-max AUC 0.97
421,0.16138328530259366,0.9499478623566214,min-max AUC 0.97
422,0.16234390009606148,0.9499478623566214,min-max AUC 0.97
423,0.16234390009606148,0.9509906152241918,min-max AUC 0.97
424,0.1633045148895293,0.9509906152241918,min-max AUC 0.97
425,0.1633045148895293,0.9520333680917622,min-max AUC 0.97
426,0.16618635926993275,0.9520333680917622,min-max AUC 0.97
427,0.16618635926993275,0.9530761209593326,min-max AUC 0.97
428,0.17195004803073968,0.9530761209593326,min-max AUC 0.97
429,0.17195004803073968,0.954118873826903,min-max AUC 0.97
430,0.1729106628242075,0.954118873826903,min-max AUC 0.97
431,0.1729106628242075,0.9562043795620438,min-max AUC 0.97
432,0.1777137367915466,0.9562043795620438,min-max AUC 0.97
433,0.1777137367915466,0.9582898852971846,min-max AUC 0.97
434,0.18059558117195004,0.9582898852971846,min-max AUC 0.97
435,0.18059558117195004,0.959332638164755,min-max AUC 0.97
436,0.18251681075888568,0.959332638164755,min-max AUC 0.97
437,0.18251681075888568,0.9603753910323254,min-max AUC 0.97
438,0.19404418828049952,0.9603753910323254,min-max AUC 0.97
439,0.19404418828049952,0.9614181438998958,min-max AUC 0.97
440,0.20557156580211336,0.9614181438998958,min-max AUC 0.97
441,0.20557156580211336,0.9624608967674662,min-max AUC 0.97
442,0.21037463976945245,0.9624608967674662,min-max AUC 0.97
443,0.21037463976945245,0.9635036496350365,min-max AUC 0.97
444,0.21421709894332372,0.9635036496350365,min-max AUC 0.97
445,0.21421709894332372,0.9645464025026069,min-max AUC 0.97
446,0.21613832853025935,0.9645464025026069,min-max AUC 0.97
447,0.21613832853025935,0.9655891553701773,min-max AUC 0.97
448,0.2219020172910663,0.9655891553701773,min-max AUC 0.97
449,0.2219020172910663,0.9666319082377477,min-max AUC 0.97
450,0.2276657060518732,0.9666319082377477,min-max AUC 0.97
451,0.2276657060518732,0.9687174139728885,min-max AUC 0.97
452,0.22958693563880883,0.9687174139728885,min-max AUC 0.97
453,0.22958693563880883,0.9697601668404588,min-max AUC 0.97
454,0.23054755043227665,0.9697601668404588,min-max AUC 0.97
455,0.23054755043227665,0.9718456725755996,min-max AUC 0.97
456,0.23150816522574447,0.9718456725755996,min-max AUC 0.97
457,0.23150816522574447,0.97288842544317,min-max AUC 0.97
